#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(K+->pi+  a) ,  BR_Na62(K+->pi+  a) ,  Allowed/excluded  (1/0) 

0.01,0.36703396557798185,118.8115260634908,0.2712607003577328,1.84e-10,0
0.01,0.2666949703814972,139.3812286865628,0.3733174794258994,1.84e-10,0
0.01,0.19378644468607106,163.51214022614604,0.5137712150876141,1.84e-10,0
0.01,0.15420825074503092,183.29807108324374,0.6456327632629747,1.84e-10,0
0.01,0.14080950274042167,191.8208086790412,0.7070680444424365,1.84e-10,0
0.01,0.10231528888695386,225.0305242864022,0.9730891935152044,1.84e-10,0
0.01,0.07434454450926833,263.9897996955213,1.3391958278109142,1.84e-10,0
0.01,0.05402038502871453,309.6940495707347,1.8430432396360965,1.84e-10,0
0.01,0.03925240269721396,363.3110235703847,2.5364538207714724,1.84e-10,0
0.01,0.028521661166076233,426.21064250578297,3.4907471686481895,1.84e-10,0
0.01,0.020724467801452623,499.99999999999994,4.804075545250721,1.84e-10,0
0.01,0.010720446365496893,695.192796177562,9.287104955240743,1.84e-10,0
0.01,0.000745277705991362,2636.6508987303664,133.59035537998503,1.84e-10,0
0.01,5.1811169189524806e-05,10000.0,1921.6303348918811,1.84e-10,0
0.02,2.5799482806016653e+17,1e-07,1.905654420339986e-19,4.04e-09,1
0.02,1.7935614591836752e+16,3.792690190732254e-07,2.7411883880722797e-18,4.04e-09,1
0.02,1246871005913414.8,1.438449888287663e-06,3.9430621310477164e-17,4.04e-09,1
0.02,86681574094698.77,5.455594781168514e-06,5.67189729079292e-16,4.04e-09,1
0.02,6026040574821.322,2.06913808111479e-05,8.158740204755793e-15,4.04e-09,1
0.02,418925986387.6198,7.847599703514623e-05,1.173594291769974e-13,4.04e-09,1
0.02,29123401759.109127,0.00029763514416313193,1.68817501747481e-12,4.04e-09,1
0.02,2024565801.5148144,0.0011288378916846883,2.4292275287922888e-11,4.04e-09,1
0.02,140715801.69492123,0.004281332398719396,3.5019586019750044e-10,4.04e-09,1
0.02,9779962.461025061,0.01623776739188724,5.050328933709505e-09,4.04e-09,0
0.02,679817.2020638412,0.06158482110660267,7.273090595338548e-08,4.04e-09,0
