#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(B->K  mu  mu) 
0.06812920690579612,0.09454143135756345,23.357214690901213,0.0
0.06812920690579612,0.09454143135756345,23.357214690901213,0.0
0.06812920690579612,0.04569121426511424,33.59818286283781,0.0
0.06812920690579612,0.02208224511413568,48.32930238571752,0.0
0.06812920690579612,0.010672195017535371,69.51927961775606,0.0
0.06812920690579612,0.008375111446111817,78.47599703514607,0.0
0.06812920690579612,0.005157797402148626,100.0,0.0
0.06812920690579612,0.0007419233098826045,263.6650898730355,0.0
0.06812920690579612,6.572452213281655e-05,885.8667904100832,0.0
0.06812920690579612,5.8223171474934405e-06,2976.3514416313133,0.0
0.06812920690579612,5.157797404249663e-07,10000.0,0.0
0.08254041852680181,31004310348717.516,1e-06,0.0
0.08254041852680181,2746568890362.5063,3.359818286283781e-06,0.0
0.08254041852680181,243309417357.2687,1.1288378916846883e-05,0.0
0.08254041852680181,21553973833.399776,3.792690190732254e-05,0.0
0.08254041852680181,1909395440.0316145,0.00012742749857031334,0.0
0.08254041852680181,169147287.29819033,0.0004281332398719391,0.0
0.08254041852680181,14984281.839083813,0.0014384498882876629,0.0
0.08254041852680181,1327417.7534503,0.004832930238571752,0.0
0.08254041852680181,117592.0581592658,0.01623776739188721,0.0
0.08254041852680181,10417.107881024163,0.05455594781168514,0.0
0.08254041852680181,3100.4985164209847,0.1,0.0
0.08254041852680181,1498.449503233299,0.14384498882876628,0.0
0.08254041852680181,922.8175067492554,0.18329807108324336,0.0
0.08254041852680181,724.1902591581901,0.20691380811147897,0.0
0.08254041852680181,349.9961230471229,0.29763514416313175,0.0
0.08254041852680181,169.1506923522163,0.42813323987193935,0.0
0.08254041852680181,81.74935219049843,0.6158482110660255,0.0
0.08254041852680181,81.7493521904982,0.6158482110660264,0.0
0.08254041852680181,39.508892492338624,0.8858667904100825,0.0
0.08254041852680181,19.09437241583467,1.2742749857031335,0.0
0.08254041852680181,9.228177082357938,1.8329807108324356,0.0
0.08254041852680181,7.241903993752553,2.06913808111479,0.0
0.08254041852680181,4.459913640055912,2.636650898730358,0.0
0.08254041852680181,2.1554451604151716,3.79269019073225,0.0
0.08254041852680181,1.0417116130896293,5.455594781168517,0.0
0.08254041852680181,0.6415362345031745,6.951927961775605,0.0
0.08254041852680181,0.503451956738849,7.847599703514611,0.0
0.08254041852680181,0.24331481896307475,11.288378916846883,0.0
